ISTACK,LATITUDE,LONGITUDE,STKDM,STKHT,STKTK,STKVE,STKFLW,STKCNT,ROW,COL,XLOCA,YLOCA,LMAJOR,LPING,IFIP,SO2,NOX,VOC,CO,PM25,PM10,NH3
1,35.34722456,106.4304805,2.62,98,234,2.37,2600,,,,,,1,0,51104,22.933,0,0.0229,1.1091,9.1911,16.1248,16.1248
2,35.34707635,106.4641785,3.28,180,246,829.28,3400,,,,,,,,51104,108.6505,0,14.571,21.301,173.9241,305.1299,305.1299
3,35.37471088,106.4306564,2.62,164,234,49.91,2000,,,,,,,,51106,59.2729,25.1381,0.1058,5.1191,4.7134,8.2691,8.2691
4,35.40233614,106.3971108,2.62,164,234,2.38,2000,,,,,,,,51106,1.312,0.5193,0.0022,0.1058,0.0974,0.1709,0.1709
5,35.4021974,106.4308324,3.28,115,230,8.57,2800,,,,,,,,51106,10.9659,4.3407,0.0183,0.8839,0.8138,1.4278,1.4278
6,35.42982291,106.3972752,6.56,164,189,1.54,2600,,,,,,,,51106,9.6737,3.8291,0.0161,0.7798,0.718,1.2597,1.2597
7,35.42968412,106.4310086,3.28,180,246,10.29,3500,,,,,,,,51106,11.4599,4.86,0.0205,0.9897,0.9113,1.5987,1.5987
8,35.45743914,106.3636945,4.59,131,189,3.02,2400,,,,,,,,51106,25.4027,10.0552,0.0423,2.0477,1.8854,3.3076,3.3076
9,35.45730987,106.3974397,5.9,98,172,1.78,2200,,,,,,,,51106,27.5196,10.8932,0.0459,2.2183,2.0425,3.5833,3.5833
10,35.45717103,106.4311848,2.62,148,234,6.1,200,,,,,,,,51108,6.2018,2.3242,0.0099,0.4795,0.4,0.7018,0.7018
11,35.48504607,106.3300903,2.62,164,187,19.05,3259,,,,,,,,51108,14.8678,7.2768,0.031,1.5016,1.4247,2.4995,2.4995
12,35.48492633,106.3638474,2.62,164,187,31.11,3259,,,,,,,,51108,15.8271,9.9229,0.0423,2.0477,1.5165,2.6604,2.6604
13,35.51253347,106.3302315,2.62,164,187,20.42,3259,,,,,,,,51108,15.1876,7.4422,0.0317,1.5357,1.4552,2.5529,2.5529
14,35.54013129,106.2965921,2.62,164,234,23.11,200,,,,,,,,51107,192.637,0,0.2751,13.3097,98.0385,171.9974,171.9974
15,35.54002105,106.3303728,2.62,164,237,77.96,3200,,,,,,,,51108,23.6055,860.538,23.298,0.515,0,0,0
16,35.56815606,105.8236209,5.9,98,172,3.12,2200,,,,,,,,51107,168.6897,0,0.2381,11.5181,87.0406,152.7028,152.7028
17,35.56761907,106.2967217,5.9,98,172,2.87,2200,,,,,,,,51107,157.7745,0,0.2187,10.5795,81.0703,142.2286,142.2286
18,35.5675088,106.3305143,4.92,148,201,4.13,2000,,,,,,,,51107,507.1717,0,1.0582,51.1913,267.092,468.5825,468.5825
19,35.59561062,105.7897807,6.56,164,189,0.93,2600,,,,,,,,51107,29.6365,0,0.0423,2.0477,15.0828,26.4611,26.4611
20,35.5956442,105.8235855,3.28,98,194,0.56,3400,,,,,,,,51107,3.3341,0,0.0042,0.2048,1.7282,3.032,3.032
21,35.59520774,106.2630471,2.95,131,174,0.46,3400,,,,,,,,51107,2.3815,0,0.0028,0.1365,1.2255,2.15,2.15
22,35.59510702,106.2968515,2.43,115,262,2.95,3400,,,,,,,,51114,6.6153,2.0673,0.0088,0.4266,0.7856,1.3782,1.3782
23,35.6230989,105.7897335,2.62,115,221,4.53,8000,,,,,,,,51114,3.7332,1.0551,0.0106,0.5119,0.4808,0.8434,0.8434
24,35.62313248,105.8235501,2.62,164,187,44.08,3259,,,,,,,,51114,143.9927,47.9608,0.2046,9.897,88.2975,154.9079,154.9079
25,35.62269587,106.2631651,3.28,98,234,1.84,200,,,,,,,,51113,7.9416,4.6969,0.0227,0.9454,0,0,0
26,35.65062092,105.8235147,1.31,98,221,648.69,2800,,,,,,,,51113,9.4995,17.6408,0.8168,0.0181,0,0,0
27,35.65018415,106.2632832,2.62,164,187,37.36,3259,,,,,,,,51114,28.2131,13.0652,0.0741,3.5834,5.6278,9.8733,9.8733
28,35.65008335,106.2971112,2.62,164,187,35.13,3259,,,,,,,,51112,36.8692,9.096,0.0388,1.877,17.0939,29.9893,29.9893
29,35.67810949,105.8234792,2.62,164,187,16.83,3259,,,,,,,,51112,127.3442,31.4226,0.134,6.4842,39.0897,68.5784,68.5784
30,35.67757174,106.2972412,3.28,98,203,16.14,3200,,,,,,,,51113,5.6186,0,0.0225,1.087,0,0,0
31,35.67746131,106.3310809,2.62,164,187,13.61,3259,,,,,,,,51113,24.3685,0.9923,0.0423,2.0477,1.3197,2.3153,2.3153
32,35.70556457,105.7895917,4.59,131,189,2.23,2400,,,,,,,,51114,2.3837,1.4443,0.0056,0.273,0.1137,0.1996,0.1996
33,35.70559819,105.8234437,2.62,164,187,107.38,3259,,,,,,,,51114,56.7679,26.2891,0.1817,8.7896,11.3241,19.8668,19.8668
34,35.70516112,106.2635196,4.92,197,187,86.04,3259,,,,,,,,51114,529.2226,165.3821,0.7055,34.1276,282.8033,496.1462,496.1462
35,35.70506025,106.2973712,4.59,131,189,1.86,2400,,,,,,,,51114,1.9846,0.9702,0,0,0.1618,0.2839,0.2839
36,35.70331677,106.6697315,2.43,115,262,5.89,3000,,,,,,,,51112,0,3.3319,0.5089,0.0113,0,0,0
37,35.70310064,106.7035815,1.64,115,234,12.8,2300,,,,,,,,51112,0,2.0011,0.3047,0.0067,0,0,0
38,35.73305339,105.7895444,2.62,164,187,59.89,3259,,,,,,,,51112,86.3074,21.2924,0.0908,4.3939,21.581,37.8615,37.8615
39,35.73308703,105.8234082,2.62,164,187,211.48,3259,,,,,,,,51112,113.1213,27.9077,0.119,5.759,25.1381,44.1019,44.1019
40,35.73264979,106.2636379,3.94,131,174,40.67,3700,,,,,,,,51112,0,2.6219,0.3299,0.0073,0,0,0
41,35.73080479,106.6699918,2.62,164,237,10.45,3200,,,,,,,,51112,0,7.6329,1.1624,0.0257,0,0,0
42,35.73058859,106.7038537,3.94,131,174,16.23,3700,,,,,,,,51112,0,16.5514,2.2619,0.05,0,0,0
43,35.76057598,105.8233727,2.62,164,187,2.52,3259,,,,,,,,51112,34.5208,8.5172,0.0363,1.7576,13.8234,24.2516,24.2516
44,35.76013859,106.2637564,2.62,164,237,421.69,3200,,,,,,,,51112,20.364,31.5328,2.7646,0.0611,13.5997,23.8591,23.8591
45,35.76003766,106.2976317,2.43,115,262,46.82,3400,,,,,,,,51112,0,6.2503,0.9519,0.021,0,0,0
46,35.75829294,106.6702523,2.62,164,187,19.45,3259,,,,,,,,51112,62.8783,15.5128,0.0662,3.2012,22.6444,39.727,39.727
47,35.75807666,106.704126,2.62,164,187,6.37,3259,,,,,,,,51112,40.2209,9.9229,0.0423,2.0477,12.569,22.0509,22.0509
48,35.78806505,105.8233372,2.62,164,187,6.54,3259,,,,,,,,51112,100.5523,24.8073,0.1058,5.1191,22.6243,39.6917,39.6917
49,35.78752654,106.297762,3.94,131,174,7.94,3700,,,,,,,,51112,0,2.8953,0.3958,0.0088,0.1131,0.1985,0.1985
50,35.7857812,106.670513,2.62,164,187,17.42,3259,,,,,,,,51112,95.5247,23.5669,0.1005,4.8632,23.9189,41.9629,41.9629
51,35.81555423,105.8233016,2.43,115,262,21.68,3400,,,,,,,,51112,0,2.1037,0.3204,0.0071,0,0,0
52,35.81557828,105.857201,2.43,115,262,9.04,3400,,,,,,,,51112,0,1.2382,0.1885,0.0042,0,0,0
53,35.81511653,106.2639935,3.28,98,203,23.52,3200,,,,,,,,51112,35.6487,27.8503,0.1188,5.7471,47.6241,83.551,83.551
54,35.81501553,106.2978925,2.62,164,187,30.57,3259,,,,,,,,51112,131.4236,32.4314,0.1383,6.6924,46.2541,81.1475,81.1475
55,35.81326957,106.6707739,2.62,164,187,18.15,3259,,,,,,,,51112,33.5174,8.2691,0.0353,1.7064,5.5681,9.7686,9.7686
56,35.84306757,105.8571773,3.94,131,174,411.99,3700,,,,,,,,51112,0.398,2.408,0.3299,0.0073,0.1015,0.1781,0.1781
57,35.84260566,106.2641121,2.62,164,187,18.15,3259,,,,,,,,51112,117.311,28.9419,0.1235,5.9723,37.7071,66.1528,66.1528
58,35.84096494,106.6371255,2.62,164,237,18.94,3200,,,,,,,,51112,0,13.8414,2.108,0.0466,0,0,0
59,35.84075804,106.671035,4.92,197,187,5.16,3259,,,,,,,,51112,41.566,10.2537,0.0437,2.1159,26.6464,46.748,46.748
60,35.87055695,105.8571536,3.28,164,187,94.58,3259,,,,,,,,51112,76.4175,18.8536,0.0804,3.8905,11.463,20.1105,20.1105
61,35.87009488,106.2642309,3.28,115,221,5.43,8000,,,,,,,,51112,8.4676,2.5932,0.0282,1.3651,4.7134,8.2691,8.2691
62,35.86824661,106.6712962,2.62,148,234,4.02,2000,,,,,,,,51112,0,1.6086,0.245,0.0054,0,0,0
63,35.89802235,105.8231947,2.62,164,187,16.86,3259,,,,,,,,51112,60.6621,14.9671,0.0638,3.0885,19.1301,33.5615,33.5615
64,35.89804643,105.8571298,2.43,115,262,88.38,2800,,,,,,,,51112,1.0584,0.8269,0.0035,0.1706,1.414,2.4807,2.4807
65,35.89758419,106.2643497,2.62,164,187,18.91,3259,,,,,,,,51112,115.6572,28.5284,0.1217,5.887,23.6298,41.4558,41.4558
66,35.89573527,106.6715576,2.62,164,187,5.34,3259,,,,,,,,51112,67.0349,16.5382,0.0705,3.4128,15.0828,26.4611,26.4611
67,35.9255119,105.823159,2.62,164,187,16.92,3259,,,,,,,,51112,95.0175,23.4424,0.1,4.8376,29.6881,52.0843,52.0843
68,35.92507358,106.2644686,2.62,164,187,54.38,3259,,,,,,,,51112,41.0589,10.1302,0.0432,2.0903,22.4609,39.405,39.405
69,35.92322401,106.6718193,4.92,197,187,5.55,3259,,,,,,,,51112,74.4109,18.192,0.0783,3.7882,21.6187,37.9276,37.9276
70,35.9529678,105.7891645,4.92,197,187,6.69,3259,,,,,,,,51112,58.6555,14.4709,0.0617,2.9862,23.8812,41.8968,41.8968
71,35.95300153,105.8231233,4.92,197,187,6.83,3259,,,,,,,,51112,68.7107,16.9517,0.0723,3.4981,24.3839,42.7788,42.7788
72,35.95256306,106.2645876,2.62,164,187,18.15,3259,,,,,,,,51112,11.9957,2.9603,0.0126,0.6109,2.9914,5.2481,5.2481
73,35.95071283,106.672081,4.92,197,187,5.16,3259,,,,,,,,51112,117.311,28.9419,0.1235,5.9723,25.1381,44.1019,44.1019
74,35.98045748,105.7891168,2.62,164,187,29.38,3259,,,,,,,,51112,71.3899,17.6132,0.0751,3.6346,6.8501,12.0178,12.0178
75,35.98049123,105.8230876,4.92,197,187,5.9,3259,,,,,,,,51112,67.0349,16.5382,0.0705,3.4128,28.9088,50.7172,50.7172
76,35.9800526,106.2647067,4.92,197,187,8.25,3259,,,,,,,,51112,82.7903,20.4247,0.0871,4.2148,20.1105,35.2815,35.2815
77,35.97995138,106.2986771,2.62,164,187,15.67,3259,,,,,,,,51112,56.9796,14.0575,0.06,2.9008,9.2634,16.2515,16.2515
78,35.97820172,106.672343,4.92,197,187,1.95,3259,,,,,,,,51112,67.0349,16.5382,0.0705,3.4128,20.1105,35.2815,35.2815
79,36.00801956,105.8910173,2.43,115,262,4.89,3400,,,,,,,,51112,0,3.8159,0.5215,0.0115,0,0,0
80,36.00763382,106.2308435,2.43,115,262,8.56,3400,,,,,,,,51112,0,2.6417,0.4021,0.0089,2.5619,4.4945,4.4945
81,36.00754221,106.2648259,2.43,115,262,44.13,2800,,,,,,,,51112,5.6417,7.591,1.1875,0.0263,0.6995,1.2271,1.2271
82,36.00569067,106.6726052,2.62,164,187,18.15,3259,,,,,,,,51112,23.4622,5.7884,0.0247,1.1945,5.9074,10.3639,10.3639
83,36.0355094,105.8910053,2.62,164,187,42.35,3259,,,,,,,,51112,115.6572,28.5284,0.1217,5.887,36.0103,63.176,63.176
84,36.03512352,106.2309509,2.62,164,187,11,3259,,,,,,,,51112,64.0139,15.794,0.0674,3.2592,20.1105,35.2815,35.2815
85,36.03317968,106.6728675,2.62,164,187,7.24,3259,,,,,,,,51112,93.8488,23.1535,0.0988,4.7779,22.8756,40.1327,40.1327
86,36.03296263,106.7068601,2.62,164,187,15.82,3259,,,,,,,,51112,185.0074,45.6455,0.1947,9.4192,57.7296,101.28,101.28
87,36.06299928,105.8909934,2.62,164,187,53,3259,,,,,,,,51112,54.4658,13.4378,0.0573,2.7729,23.9189,41.9629,41.9629
88,36.06261327,106.2310583,3.94,131,174,3.53,3700,,,,,,,,51112,0,1.3297,0.2011,0.0044,0,0,0
89,36.09048921,105.8909815,2.62,164,187,18.29,3259,,,,,,,,51112,189.4176,46.7204,0.1993,9.641,59.0242,103.5512,103.5512
90,36.09010306,106.2311658,2.43,115,262,8.31,3400,,,,,,,,51112,0,3.2691,0.1068,0.0024,0.1455,0.2552,0.2552
91,36.08836541,106.6393762,2.95,131,174,27.78,3400,,,,,,,,51113,0.6251,3.3738,0.2827,0.0063,0,0,0
92,36.11797918,105.8909695,2.62,164,237,15.46,3200,,,,,,,,51113,0.6781,22.2406,1.1498,0.0254,2.2081,3.8738,3.8738
93,36.11798401,105.925,6.56,164,189,0.64,2600,,,,,,,,51113,2.2007,1.72,0.0092,0.4437,0.0949,0.1665,0.1665
94,36.1175929,106.2312733,4.59,131,189,8.15,2400,,,,,,,,51113,0.6737,3.6362,0.3047,0.0067,0,0,0
95,36.11585463,106.6396271,6.56,164,230,0.23,8000,,,,,,,,51113,2.6461,2.4807,0.0106,0.5119,0,0,0
96,36.14547402,105.925,9.84,197,230,0.96,2800,,,,,,,,51113,0.5259,5.3584,0.4712,0.0104,0.202,0.3545,0.3545
97,36.14516488,106.1973388,2.62,164,187,30.02,3259,,,,,,,,51113,28.2252,0.7938,0.1129,5.4604,0,0,0
98,36.14508276,106.2313809,6.56,164,189,0.87,2600,,,,,,,,51113,10.1611,7.9383,0.0423,2.0477,0.4167,0.731,0.731
99,36.14354192,106.6058376,6.56,164,189,0.65,2600,,,,,,,,51113,3.9515,2.3153,0.0123,0.5972,0.1691,0.2966,0.2966
100,36.14334388,106.6398783,2.62,164,187,91.87,3259,,,,,,,,51113,31.319,1.8765,0.0801,3.8735,0,0,0
101,36.17296405,105.925,9.84,197,230,0.93,3000,,,,,,,,51113,11.9075,15.364,0.0655,3.1705,0.6083,1.0673,1.0673
102,36.1726548,106.1974345,6.56,164,189,0.58,2600,,,,,,,,51113,2.3705,1.8523,0.0099,0.4778,0.1936,0.3396,0.3396
103,36.17121971,106.5720241,6.56,164,189,0.64,2600,,,,,,,,51113,2.3705,0.4509,0.0099,0.4778,0.1389,0.2437,0.2437
104,36.17103127,106.6060769,3.94,131,174,281.53,3700,,,,,,,,51113,1.021,5.5105,0.4618,0.0102,0.334,0.586,0.586
105,36.2004541,105.925,2.62,164,187,17.33,3259,,,,,,,,51113,53.6279,13.2306,0.0564,2.7302,25.1381,44.1019,44.1019
106,36.20044927,105.9590664,2.62,164,187,52.93,3259,,,,,,,,51113,16.7587,1.1301,0.0705,3.4128,3.7707,6.6153,6.6153
107,36.20014474,106.1975303,6.56,164,189,0.54,2600,,,,,,,,51113,3.161,1.8523,0.0099,0.4778,0.1483,0.2602,0.2602
108,36.19870915,106.5722517,1.31,98,221,462.2,2800,,,,,,,,51113,5.4245,0.3341,0.7477,0.0165,0,0,0
109,36.22792482,105.8568433,2.62,164,187,0.54,3259,,,,,,,,51113,26.4611,0.7993,0.1058,5.1191,2.1462,3.7652,3.7652
110,36.22793933,105.8909216,3.94,131,174,64.74,1500,,,,,,,,51113,5.182,1.4002,0.275,13.3029,2.3158,4.0629,4.0629
111,36.22794417,105.925,3.94,131,174,0.24,3800,,,,,,,,51113,0.3473,1.8743,0.1571,0.0035,0,0,0
112,36.22793933,105.9590784,2.62,98,234,5.24,2200,,,,,,,,51114,1.5689,0.2646,0.3927,0.0087,0.0113,0.0198,0.0198
113,36.22770723,106.1635481,2.62,164,237,838.08,3200,,,,,,,,51113,418.1101,155.7877,7.2915,221.3295,42.0573,73.7847,73.7847
114,36.2276347,106.1976262,6.56,164,189,127.25,3400,,,,,,,,51113,86.916,17.4202,45.2389,1,8.6123,15.1093,15.1093
115,36.2261986,106.5724793,6.56,164,189,0.67,2600,,,,,,,,51113,3.8104,2.9769,0.0159,0.7679,0.1823,0.3197,0.3197
116,36.25541489,105.8568193,2.43,115,262,10.44,3400,,,,,,,,51113,18.5228,5.7884,0.0247,1.1945,0.5373,0.9427,0.9427
117,36.2554294,105.8909096,6.56,164,189,0.61,2600,,,,,,,,51113,1.8523,1.8523,0.0099,0.4778,0.1747,0.3065,0.3065
118,36.25519722,106.163632,2.62,164,187,0.55,3259,,,,,,,,51113,10.5845,9.9229,0.1058,5.1191,1.1312,1.9846,1.9846
119,36.25368806,106.5727072,6.56,164,189,0.67,2600,,,,,,,,51113,1.7641,1.6538,0.0088,0.4266,0.0943,0.1654,0.1654
120,36.25349942,106.606796,6.56,164,203,4.09,2800,,,,,,,,51113,0.3671,6.4797,0.443,0.0098,0.4006,0.7029,0.7029
121,36.28291947,105.8908976,6.56,164,189,0.58,2600,,,,,,,,51113,2.9636,1.9846,0.0106,0.5119,0.3535,0.6202,0.6202
122,36.28268721,106.163716,3.94,131,174,58.31,3700,,,,,,,,51113,1.3054,7.0475,0.5914,0.0152,0,0,0
123,36.28117752,106.5729352,6.56,164,189,0.66,2600,,,,,,,,51113,2.5579,2.4311,0.0102,0.4948,0.1571,0.2756,0.2756
124,36.31039502,105.8567713,6.56,164,230,32.18,2800,,,,,,,,51113,214.6814,72.6215,6.6726,80.8018,22.2032,38.953,38.953
125,36.31040954,105.8908856,4.59,131,189,3.09,2400,,,,,,,,51113,0.6119,3.2988,0.2765,0.0061,0,0,0
126,36.31024013,106.1296859,2.62,115,217,48.32,2000,,,,,,,,51113,91.5059,21.4467,0.1146,5.5326,0.9427,1.6538,1.6538
127,36.3101772,106.1638001,2.62,164,237,4.27,3200,,,,,,,,51113,0.8203,2.462,1.5708,0.0347,1.2088,2.1207,2.1207
128,36.33786086,105.8226209,2.62,164,187,18.15,3259,,,,,,,,51112,93.6504,23.1039,0.0986,4.7676,22.1341,38.8317,38.8317
129,36.33788507,105.8567472,2.62,164,237,107.32,3200,,,,,,,,51113,18.8139,331.1125,10.1348,0.224,7.527,13.2052,13.2052
130,36.33773012,106.129758,2.62,164,237,265.97,3200,,,,,,,,51113,85.7727,585.3202,28.8806,0.6384,7.4047,12.9908,12.9908
131,36.33666484,106.4710164,6.56,164,189,0.58,2600,,,,,,,,51113,2.8225,1.6538,0.0088,0.4266,0.2105,0.3694,0.3694
132,36.36535089,105.8225848,4.59,131,189,13.2,2800,,,,,,,,51113,1.6593,2.3341,0.044,0.001,0.2957,0.5187,0.5187
133,36.36537511,105.8567232,6.56,164,230,13.47,2800,,,,,,,,51113,0.4542,6.483,5.3753,0.1188,0.5543,0.9724,0.9724
134,36.3652201,106.1298302,2.62,148,234,10.08,700,,,,,,,,51114,3.5634,0.8269,0.0035,0.1706,0.1474,0.2585,0.2585
135,36.36415445,106.4712089,4.59,131,189,1.79,3900,,,,,,,,51114,1.3385,0.5237,0.0155,0.7508,0.1028,0.1803,0.1803
136,36.39284089,105.8225487,6.56,164,189,0.49,2600,,,,,,,,51113,2.709,1.5877,0.0085,0.4095,0.1744,0.306,0.306
137,36.39286512,105.8566991,3.28,180,246,5457.68,3400,,,,,,,,51113,9483.1006,1139.6633,946.8621,371.4335,488.8689,857.6648,857.6648
138,36.39271006,106.1299024,4.92,197,187,1.55,3259,,,,,,,,51113,39.5572,0.6891,0.0529,2.5596,0.8641,1.516,1.516
139,36.39193476,106.4031024,9.84,197,230,165.14,2800,,,,,,,,51113,76.2963,153.8053,201.2815,4.4494,0,0,0
140,36.39179424,106.437252,9.84,197,230,0.48,3000,,,,,,,,51114,6.2625,1.7641,0.0071,0.3413,0.8484,1.4884,1.4884
141,36.39164403,106.4714014,2.62,164,187,33.27,3259,,,,,,,,51114,42.3378,8.6826,0.037,1.7917,46.2698,81.175,81.175
142,36.4202533,105.7541877,2.62,164,187,28.87,3259,,,,,,,,51114,111.1368,34.7302,0.1482,7.1668,59.3887,104.1907,104.1907
143,36.42029693,105.7883501,2.62,164,187,112.23,3259,,,,,,,,51114,370.4558,115.7675,0.4938,23.8893,197.9623,347.3024,347.3024
144,36.42033086,105.8225126,4.92,197,187,1.18,3259,,,,,,,,51114,5.2393,1.8104,0.0077,0.3737,0.6882,1.2073,1.2073
145,36.42019998,106.1299747,9.84,197,230,0.08,2800,,,,,,,,51114,2.032,1.1908,0.0051,0.2457,0.4525,0.7938,0.7938
146,36.41955529,106.3691093,3.28,180,246,25.98,3400,,,,,,,,51114,23.4942,9.1776,41.2411,2.8049,3.4876,6.1186,6.1186
147,36.41942442,106.403271,6.56,164,203,3.13,3900,,,,,,,,51114,2.7332,2.1037,0.0141,0.6826,0.3878,0.6803,0.6803
148,36.44768987,105.719953,1.64,115,234,79.88,2300,,,,,,,,51114,38.0202,10.1346,0.0508,2.4572,0.6168,1.0822,1.0822
149,36.44774321,105.7541274,2.62,98,234,5.67,3000,,,,,,,,51114,13.2306,4.1346,0.0176,0.8532,0.1527,0.2679,0.2679
150,36.44768987,106.130047,1.64,115,234,6.92,2300,,,,,,,,51114,2.8181,1.742,0.0075,0.3635,0.6693,1.1742,1.1742
151,36.44716618,106.3350921,3.28,98,203,4.72,3200,,,,,,,,51114,8.859,2.9041,0.0123,0.5972,0.1339,0.2348,0.2348
152,36.44704495,106.369266,2.62,164,187,19.21,3259,,,,,,,,51114,8.4643,7.2272,0.0988,4.7779,11.1151,19.5002,19.5002
153,36.44691403,106.4034398,4.59,131,189,0.74,2400,,,,,,,,51114,1.1522,0.3484,0.0026,0.128,0.076,0.1334,0.1334
154,36.47511666,105.6856942,6.56,164,189,1.37,2600,,,,,,,,51114,7.6517,2.4807,0.0106,0.5119,0.675,1.1841,1.1841
155,36.47517972,105.7198807,1.64,115,234,4.84,2300,,,,,,,,51114,7.2768,2.2735,0.0097,0.4693,0.8641,1.516,1.516
156,36.47517972,106.1301193,3.28,180,246,1.43,3400,,,,,,,,51114,0.5766,1.9085,0.2608,0.0058,0.0082,0.0143,0.0143
157,36.47465584,106.3352368,2.62,164,187,37.81,3259,,,,,,,,51114,132.3057,41.3455,0.1764,8.5319,70.7008,124.0366,124.0366
158,36.50260643,105.6856098,2.62,164,187,5.9,3259,,,,,,,,51114,22.492,7.0287,0.03,1.4504,12.0191,21.0862,21.0862
159,36.50266951,106.1301918,2.43,115,262,5.41,2800,,,,,,,,51114,3.473,8.2393,0.0352,1.7013,0.4503,0.79,0.79
160,36.50260643,106.1643902,6.56,164,203,0.83,2800,,,,,,,,51114,3.4267,1.4565,0.0127,0.6143,0.2869,0.5033,0.5033
161,36.50214545,106.3353817,2.62,164,187,112.07,3259,,,,,,,,51114,147.8714,61.5221,0.254,12.2859,101.7715,178.5465,178.5465
162,36.53009615,105.6855252,65.6,164,203,0,2800,,,,,,,,51114,1.5877,0.4961,0.0021,0.1024,0.0943,0.1654,0.1654
163,36.53015925,106.1302642,9.84,197,230,6.74,2800,,,,,,,,51114,210.9415,112.8325,1.843,89.1531,10.0788,17.6821,17.6821
164,36.53009615,106.1644748,2.43,115,262,8.02,2400,,,,,,,,51114,4.0508,0.86,0.025,1.2081,0.3277,0.575,0.575
165,36.52974665,106.3013164,2.62,164,187,151.24,3259,,,,,,,,51114,264.6113,82.691,0.3527,17.0638,141.4017,248.0731,248.0731
166,36.52963501,106.3355266,2.62,164,187,176.8,3259,,,,,,,,51114,329.9527,193.3316,0.8247,39.8951,330.5971,579.9949,579.9949
167,36.55751297,105.651218,2.43,115,262,7.08,3500,,,,,,,,51114,3.2084,1.9846,0.1018,0.3655,0.4412,0.774,0.774
168,36.55758581,105.6854406,6.56,164,189,0.99,2600,,,,,,,,51114,3.7046,3.473,0.0148,0.7167,0.6285,1.1025,1.1025
169,36.55764893,106.1303367,3.28,180,246,13.94,3400,,,,,,,,51114,3.8898,3.6472,0.0156,0.7525,1.3857,2.4311,2.4311
170,36.5571245,106.3356716,2.62,115,262,3.51,3700,,,,,,,,51114,14.3949,0.8765,0.0192,0.9283,0.0886,0.1555,0.1555
171,36.58482766,105.5826521,2.62,164,187,87.17,3259,,,,,,,,51114,32.9143,15.2427,0.4938,23.8893,6.5658,11.5189,11.5189
172,36.58491995,105.6168866,6.56,164,203,1.13,2800,,,,,,,,51114,6.763,3.1434,0.0353,1.7064,0.8688,1.5243,1.5243
173,36.58500253,105.6511213,3.28,98,237,15.18,3000,,,,,,,,51114,5.5987,18.5294,2.5321,0.056,0.7243,1.2707,1.2707
174,36.58513854,106.1304093,2.62,98,234,14.93,3400,,,,,,,,51114,1.1048,3.6549,0.4995,0.011,0.143,0.2508,0.2508
175,36.58461393,106.3358168,2.62,98,234,5.58,3400,,,,,,,,51114,0.3683,1.2183,0.1665,0.0037,0.0478,0.0838,0.0838
176,36.6119818,105.4797916,2.62,164,203,18.93,3000,,,,,,,,51114,15.6562,1.3561,0.4064,10.2426,0.3111,0.5458,0.5458
177,36.61210328,105.514038,6.56,164,203,4.89,2800,,,,,,,,51114,7.0177,1.7442,0.0021,0.1007,0.6888,1.2084,1.2084
178,36.61221504,105.5482845,2.62,164,187,33.77,3259,,,,,,,,51114,105.8445,33.0764,0.1411,6.8255,56.5607,99.2292,99.2292
179,36.61231709,105.582531,2.62,164,237,31.52,3200,,,,,,,,51114,29.5626,254.1327,17.417,0.385,2.0082,3.5232,3.5232
180,36.61262808,106.1304819,2.62,164,234,7.91,2000,,,,,,,,51114,8.655,101.4652,0.0714,3.452,0.7004,1.2288,1.2288
181,36.61210328,106.335962,2.62,164,187,7.34,2600,,,,,,,,51114,4.9251,1.3253,0.0071,0.3413,0.7356,1.2905,1.2905
182,36.6119818,106.3702084,2.62,164,187,5.93,2600,,,,,,,,51181,26.4611,12.3618,0.0988,4.7779,1.8495,3.2448,3.2448
183,36.63834817,105.2398284,2.62,164,187,0.54,2600,,,,,,,,51181,6.3507,1.4884,0.0063,0.3071,0,0,0
184,36.63853774,105.274086,3.28,115,230,37.89,2800,,,,,,,,51182,246.1988,70.563,4.1056,36.8276,20.299,35.6123,35.6123
185,36.63871759,105.3083436,3.28,115,230,80.12,2800,,,,,,,,51114,21.1689,23.6629,0.3257,5.124,3.7993,6.6654,6.6654
186,36.63888772,105.3426015,3.28,115,230,96.41,2800,,,,,,,,51114,6.838,1.3087,0.0176,0.8532,0,0,0
187,36.63919882,105.4111176,2.62,164,187,106.02,3259,,,,,,,,51114,53.3776,24.7191,0.6138,29.691,10.6479,18.6805,18.6805
188,36.63933978,105.4453758,2.62,164,187,177.47,3259,,,,,,,,51114,186.2059,90.2997,0.3249,15.7157,15.1507,26.5802,26.5802
189,36.63947103,105.4796342,2.62,164,234,1.51,2000,,,,,,,,51114,3.1753,0.9923,0.0042,0.2048,0.3771,0.6615,0.6615
190,36.63959255,105.5138927,2.62,164,187,53.82,3200,,,,,,,,51114,62.5475,61.478,0.5319,12.8208,3.7519,6.5822,6.5822
191,36.640171,106.0962956,2.62,164,187,302.49,3259,,,,,,,,51114,529.2226,165.3821,0.7055,34.1276,282.8033,496.1462,496.1462
192,36.64011753,106.1305546,3.28,180,246,8.15,3400,,,,,,,,51182,0.409,2.9383,1.5723,0.1098,0.153,0.2685,0.2685
193,36.63947103,106.3703658,2.62,164,187,3.04,2600,,,,,,,,51182,36.9331,9.698,0.1564,7.5678,5.6407,9.8959,9.8959
194,36.63933978,106.4046242,2.62,164,187,19.43,2600,,,,,,,,51182,103.2116,18.8866,0.2461,11.9054,25.4523,44.6532,44.6532
